order_id,product_id,quantity,unit_price,shipping_cost
ORD016887,PROD10476,1,208.1,43.49
ORD008081,PROD05346,2,52.5,38.68
ORD005902,PROD00704,1,122.99,63.11
ORD024138,PROD03020,1,119.99,16.47
ORD021623,PROD12057,1,88.9,16.06
ORD000139,PROD09314,1,243.37,53.83
ORD004516,PROD07306,2,35.0,38.64
ORD024137,PROD10537,1,13.99,16.11
ORD015443,PROD05644,1,185.81,17.06
ORD012296,PROD01058,1,45.9,12.65
ORD012296,PROD02052,1,45.9,12.71
ORD012296,PROD01792,1,45.9,12.71
ORD016932,PROD05463,2,53.9,0.0
ORD007342,PROD04094,1,49.99,8.88
ORD020608,PROD09262,1,240.0,14.7
ORD003815,PROD00490,1,28.8,8.36
ORD011226,PROD02982,1,65.0,25.73
ORD019450,PROD09593,1,13.99,7.78
ORD012879,PROD03126,1,29.99,16.32
ORD000706,PROD08271,1,16.9,10.96
ORD001394,PROD00355,1,63.0,23.35
ORD001394,PROD09732,1,89.0,23.35
ORD008052,PROD01318,1,159.0,19.21
ORD015825,PROD00098,1,99.99,16.95
ORD013527,PROD02073,1,23.89,8.72
ORD015691,PROD03049,1,25.0,14.1
ORD017022,PROD11371,5,5.53,59.25
ORD010434,PROD09095,1,135.0,23.75
ORD002624,PROD11503,1,219.9,20.51
ORD010152,PROD05725,1,292.9,26.54
ORD019996,PROD09568,1,49.0,34.15
ORD010499,PROD09458,1,32.5,15.1
ORD023062,PROD11595,1,230.0,16.36
ORD023660,PROD05170,1,79.99,9.76
ORD007390,PROD10122,1,29.99,7.78
ORD009940,PROD02427,1,99.99,12.09
ORD010105,PROD00553,1,49.0,11.85
ORD003891,PROD03036,1,129.9,16.67
ORD007762,PROD04734,1,36.9,34.15
ORD002865,PROD04139,1,45.0,7.78
ORD000734,PROD00120,1,84.9,18.52
ORD020193,PROD12616,1,59.9,21.26
ORD005535,PROD11057,1,85.9,17.85
ORD012105,PROD01935,1,71.0,10.7
ORD012105,PROD03807,1,101.0,26.75
ORD022990,PROD07696,1,45.9,7.78
ORD011593,PROD02705,1,89.9,15.33
ORD011593,PROD02529,1,76.9,15.34
ORD009311,PROD00079,1,24.9,9.09
ORD009311,PROD11750,1,24.9,9.09
ORD000038,PROD06787,2,39.49,16.54
ORD017914,PROD00653,1,55.9,9.94
ORD010299,PROD06410,1,139.9,27.96
ORD003946,PROD12413,1,132.9,20.17
ORD005907,PROD01055,1,97.9,16.94
ORD015908,PROD10155,1,399.9,21.71
ORD005095,PROD04471,1,159.9,28.5
ORD017574,PROD02929,1,79.9,38.83
ORD016570,PROD01042,1,168.8,8.44
ORD015275,PROD10750,1,199.9,13.69
ORD015275,PROD04942,1,187.2,20.54
ORD000036,PROD00411,1,42.9,15.1
ORD002739,PROD08640,1,109.9,12.72
ORD006470,PROD02729,1,12.88,8.27
ORD004566,PROD05094,1,309.9,17.38
ORD020555,PROD02834,1,109.99,19.74
ORD002243,PROD01770,1,59.0,17.66
ORD006246,PROD06272,1,99.9,21.19
ORD018580,PROD01893,1,110.0,15.52
ORD017999,PROD06142,1,46.55,12.69
ORD005355,PROD01009,1,44.6,14.52
ORD020346,PROD02521,2,59.9,18.82
ORD015284,PROD05444,2,21.99,30.2
ORD001098,PROD10702,1,359.0,25.66
ORD015075,PROD11891,1,53.9,56.93
ORD019110,PROD12466,1,17.9,15.1
ORD002970,PROD01246,1,239.99,17.44
ORD010656,PROD11360,1,59.9,16.86
ORD002837,PROD01231,1,19.99,7.78
ORD023862,PROD11327,1,73.0,15.26
ORD023225,PROD03414,1,75.0,14.62
ORD022326,PROD00540,1,219.9,27.84
ORD017698,PROD05507,1,114.94,34.16
ORD014034,PROD08569,1,13.65,18.23
ORD004870,PROD11130,1,229.9,43.98
ORD012408,PROD10909,1,28.9,16.11
ORD023054,PROD12746,1,149.9,23.63
ORD018761,PROD07460,1,79.9,9.07
ORD014112,PROD12650,1,119.99,21.29
ORD004804,PROD00480,1,33.6,15.1
ORD008562,PROD02049,1,51.4,14.59
ORD014100,PROD05183,1,76.1,20.02
ORD015828,PROD03934,1,19.0,14.1
ORD009290,PROD07239,2,19.9,24.96
ORD014813,PROD00108,1,45.9,15.1
ORD001559,PROD00585,1,99.9,16.46
ORD017102,PROD08780,1,47.9,19.32
ORD008691,PROD08008,1,78.0,18.65
ORD013195,PROD10126,1,165.0,68.13
ORD017568,PROD05122,1,99.0,15.79
ORD018987,PROD08580,1,29.9,15.1
ORD001305,PROD04541,1,113.89,23.38
ORD016503,PROD02465,1,29.9,15.1
ORD003188,PROD11410,1,38.5,19.88
ORD010459,PROD00851,1,1799.0,27.34
ORD023785,PROD00066,1,59.9,11.92
ORD007290,PROD02970,1,29.99,21.82
ORD013286,PROD11479,1,72.6,17.76
ORD015221,PROD03679,1,139.94,17.71
ORD006450,PROD12248,1,84.99,12.09
ORD003486,PROD03186,1,24.99,15.1
ORD011246,PROD11774,1,31.9,16.79
ORD011811,PROD10005,1,32.0,17.63
ORD003265,PROD07391,1,45.0,7.39
ORD018774,PROD09733,1,99.0,13.71
ORD021772,PROD08625,1,57.2,12.84
ORD010736,PROD00957,1,89.0,17.53
ORD019681,PROD05167,1,50.0,19.59
ORD022468,PROD02834,1,109.99,23.25
ORD022468,PROD04886,1,38.9,16.56
ORD022468,PROD05414,1,109.9,19.76
ORD019808,PROD09070,1,259.99,66.63
ORD002039,PROD12620,1,79.0,32.49
ORD002039,PROD07201,1,99.0,3.25
ORD023982,PROD10179,1,149.9,21.54
ORD015424,PROD08739,1,139.9,22.85
ORD023105,PROD02088,1,48.9,7.94
ORD007330,PROD02228,1,129.0,34.98
ORD006616,PROD11476,1,169.99,19.07
ORD001216,PROD04912,1,119.9,15.59
ORD009799,PROD07621,1,27.99,7.46
ORD004462,PROD09234,2,56.99,32.32
ORD021295,PROD08823,1,89.0,8.21
ORD008999,PROD10905,1,89.99,17.07
ORD015055,PROD08523,1,59.9,50.92
ORD019610,PROD08470,2,90.0,18.88
ORD003015,PROD06293,1,325.0,18.71
ORD005670,PROD04279,1,499.9,10.75
ORD023382,PROD10703,1,159.0,36.24
ORD017179,PROD03986,2,19.9,41.6
ORD013026,PROD10926,1,827.99,14.15
ORD018234,PROD03713,1,160.0,12.14
ORD009989,PROD12564,1,89.9,13.65
ORD002344,PROD12685,1,45.49,9.94
ORD013749,PROD01254,1,34.99,24.84
ORD002885,PROD03423,1,59.9,15.63
ORD016872,PROD11818,1,169.0,29.46
ORD009327,PROD01100,1,52.99,15.12
ORD011022,PROD07956,1,18.99,15.65
ORD005400,PROD08874,1,173.9,16.85
ORD003863,PROD11657,1,25.9,16.79
ORD004858,PROD01218,1,18.9,7.78
ORD005614,PROD04370,1,139.99,14.37
ORD000613,PROD11621,1,104.9,34.27
ORD003395,PROD06078,1,129.0,13.92
ORD009544,PROD03197,1,67.9,24.09
ORD015924,PROD07874,1,39.99,11.85
ORD020169,PROD10626,1,89.0,15.37
ORD016508,PROD06510,1,39.9,17.63
ORD017292,PROD11106,1,467.0,18.02
ORD018958,PROD03790,1,89.9,15.38
ORD011668,PROD02203,1,71.3,11.15
ORD007975,PROD12844,1,34.99,15.23
ORD020469,PROD05708,1,25.0,15.28
ORD002265,PROD09519,1,68.9,11.5
ORD023185,PROD08459,1,87.28,6.53
ORD007941,PROD11476,1,178.0,13.91
ORD016228,PROD11998,1,13.99,22.85
ORD002887,PROD12913,1,99.0,64.06
ORD023485,PROD05725,1,292.9,16.22
ORD020017,PROD10097,1,45.99,11.86
ORD004962,PROD04343,1,32.9,17.6
ORD011730,PROD12906,1,126.0,18.76
ORD017220,PROD12546,1,42.95,11.85
ORD012469,PROD12045,1,99.99,23.69
ORD013248,PROD07208,1,39.0,16.11
ORD010024,PROD04054,1,34.9,16.79
ORD016482,PROD06773,1,130.0,15.79
ORD010860,PROD11044,1,39.9,14.08
ORD009200,PROD07149,1,14.0,7.39
ORD016102,PROD01160,1,58.99,13.49
ORD001370,PROD00503,1,454.0,15.52
ORD003843,PROD08522,1,69.0,18.58
ORD011858,PROD06484,1,126.0,13.9
ORD015953,PROD01119,1,56.99,11.9
ORD003172,PROD03785,1,196.99,35.54
ORD011570,PROD07675,1,89.9,9.36
ORD016234,PROD11627,1,117.3,22.29
ORD008921,PROD06132,1,213.0,18.74
ORD013988,PROD10414,1,128.25,15.21
ORD016074,PROD08831,1,109.9,15.88
ORD023292,PROD10904,1,119.0,29.19
ORD017918,PROD05421,1,53.95,15.59
ORD002770,PROD01560,1,80.0,9.57
ORD002770,PROD03331,1,50.0,12.9
ORD023219,PROD02464,1,699.0,19.95
ORD020964,PROD09792,1,388.0,50.22
ORD020597,PROD01770,1,53.9,10.13
ORD019038,PROD11568,1,44.9,20.8
ORD010097,PROD06936,1,139.0,20.21
ORD013392,PROD02676,1,57.9,14.61
ORD009349,PROD11859,1,59.99,16.67
ORD004027,PROD02264,1,89.99,9.44
ORD012191,PROD08789,1,73.99,24.52
ORD008546,PROD01847,1,479.0,38.7
ORD011144,PROD08936,1,129.9,12.41
ORD020937,PROD10958,1,98.0,16.13
ORD002235,PROD00675,1,27.3,15.1
ORD010710,PROD09443,3,38.9,41.13
ORD008704,PROD02183,1,49.0,13.0
ORD023907,PROD03156,1,39.9,11.74
ORD011064,PROD11608,1,139.0,9.33
ORD018829,PROD12604,1,260.0,35.18
ORD002069,PROD08465,1,27.3,8.11
ORD007696,PROD07546,1,89.8,14.21
ORD007696,PROD08722,1,89.99,14.2
ORD024101,PROD10551,1,89.0,12.75
ORD017771,PROD05749,2,44.99,14.78
ORD011280,PROD06548,1,35.0,8.27
ORD009150,PROD01160,1,58.99,11.73
ORD007855,PROD09008,1,86.99,17.04
ORD007855,PROD03873,1,63.99,17.03
ORD004193,PROD12714,1,37.5,16.32
ORD012731,PROD00176,1,89.99,45.09
ORD003363,PROD11118,1,89.0,15.37
ORD015041,PROD06404,1,69.5,18.59
ORD017143,PROD01750,1,89.99,13.65
ORD021289,PROD11728,1,139.99,15.74
ORD010278,PROD03707,1,12.95,7.39
ORD016940,PROD10128,1,69.9,19.19
ORD023271,PROD10353,1,479.0,18.1
ORD003694,PROD08393,1,168.8,15.93
ORD003915,PROD12470,1,36.9,19.32
ORD020908,PROD03412,1,14.99,14.1
ORD022702,PROD04066,1,143.0,38.55
ORD023874,PROD10403,1,174.9,18.47
ORD012809,PROD04971,1,48.9,18.63
ORD006059,PROD07564,1,55.0,14.14
ORD011520,PROD07577,1,79.9,26.86
ORD003331,PROD12145,5,177.0,138.9
ORD011907,PROD04403,1,19.95,11.85
ORD005236,PROD12595,1,59.9,13.0
ORD004357,PROD10623,1,96.49,15.56
ORD009685,PROD10726,1,98.0,13.03
ORD013341,PROD05922,1,229.9,16.49
ORD019967,PROD00692,1,108.9,21.25
ORD000983,PROD03223,1,28.99,15.1
ORD009892,PROD05413,1,18.95,24.35
ORD017286,PROD01309,1,159.9,9.47
ORD007424,PROD10647,1,227.9,13.1
ORD012347,PROD00960,1,30.0,8.29
ORD017074,PROD02973,1,119.9,15.59
ORD002989,PROD01078,2,139.0,34.82
ORD002631,PROD04320,1,129.9,47.21
ORD012797,PROD12280,1,54.9,13.4
ORD004528,PROD06719,1,99.0,8.46
ORD013071,PROD05700,1,288.92,27.3
ORD009639,PROD03603,1,29.9,8.11
ORD002851,PROD05326,1,28.69,12.69
ORD017390,PROD12863,1,69.9,17.74
ORD007486,PROD03610,2,179.9,34.04
ORD012860,PROD07343,1,75.9,25.81
ORD001379,PROD07751,1,299.99,14.93
ORD004792,PROD06808,1,89.9,19.6
ORD006180,PROD03933,1,69.9,21.13
ORD001931,PROD09499,1,1999.0,46.47
ORD016780,PROD03790,1,79.9,23.14
ORD008349,PROD05492,1,36.49,9.27
ORD000937,PROD03738,1,28.9,18.3
ORD006782,PROD11337,1,270.0,16.64
ORD014419,PROD09325,1,10.99,15.1
ORD012000,PROD03213,1,34.9,16.6
ORD010716,PROD03437,1,44.5,19.5
ORD006865,PROD04740,1,39.99,12.76
ORD022932,PROD03376,1,379.9,69.01
ORD013018,PROD08210,1,467.0,21.15
ORD017131,PROD12633,1,156.99,23.68
ORD021355,PROD10207,1,79.9,18.44
ORD005765,PROD01948,1,112.0,14.95
ORD017176,PROD05100,1,349.9,16.95
ORD003511,PROD01475,1,24.53,15.27
ORD023575,PROD00453,1,219.99,33.14
ORD015367,PROD05854,1,229.9,15.78
ORD018076,PROD11651,1,119.9,23.12
ORD007989,PROD10018,1,119.3,18.67
ORD000705,PROD12191,1,59.9,43.22
ORD011981,PROD00901,3,32.5,51.57
ORD001477,PROD01878,1,99.99,19.94
ORD021177,PROD07883,1,34.9,9.34
ORD012685,PROD00835,1,31.89,15.79
ORD019727,PROD03916,1,49.9,7.78
ORD016640,PROD00150,1,119.9,15.94
ORD018744,PROD02906,1,239.9,17.31
ORD020103,PROD10608,1,117.0,15.57
ORD004521,PROD06955,1,48.9,11.73
ORD010600,PROD00279,1,84.99,17.84
ORD020673,PROD08473,1,189.0,58.78
ORD020673,PROD03169,1,109.9,18.05
ORD021755,PROD12549,1,91.0,12.98
ORD009527,PROD12309,1,45.7,20.43
ORD021417,PROD00961,1,120.0,16.28
ORD017898,PROD08797,2,49.9,27.42
ORD000519,PROD11756,1,89.99,18.2
ORD012516,PROD07502,1,79.9,9.77
ORD012516,PROD12097,1,79.9,9.77
ORD021899,PROD11057,1,85.9,21.09
ORD004944,PROD12595,1,49.0,17.67
ORD016664,PROD02132,1,167.92,12.68
ORD005201,PROD05847,1,64.89,8.27
ORD017344,PROD02845,2,110.32,15.92
ORD021169,PROD03758,1,109.9,14.52
ORD016617,PROD00549,1,169.99,36.51
ORD013809,PROD03790,1,89.9,12.13
ORD016349,PROD07607,1,118.0,21.01
ORD003998,PROD02823,1,98.81,13.81
ORD021339,PROD05588,1,79.99,15.32
ORD015274,PROD12880,1,887.0,26.7
ORD009178,PROD04700,1,23.99,16.11
ORD020752,PROD10217,1,234.9,20.61
ORD006262,PROD00262,1,199.0,18.64
ORD015719,PROD06158,1,79.9,13.0
ORD012683,PROD12616,1,59.9,26.56
ORD012053,PROD00889,1,89.18,13.98
ORD017719,PROD02863,1,49.0,17.64
ORD017691,PROD08500,1,37.5,9.34
ORD001247,PROD12830,1,108.9,23.04
ORD022507,PROD03209,1,349.0,18.72
ORD000285,PROD10244,1,27.99,19.04
ORD016255,PROD06066,2,49.9,35.84
ORD011749,PROD11977,1,230.0,19.49
ORD005118,PROD03772,1,59.9,14.73
ORD007814,PROD06727,1,41.5,22.67
ORD007862,PROD01592,1,44.9,8.47
ORD007151,PROD06590,1,15.99,8.88
ORD014938,PROD03233,1,145.0,28.2
ORD001221,PROD10157,1,569.9,22.87
ORD008119,PROD04456,1,54.49,7.78
ORD019350,PROD03872,2,59.5,34.32
ORD001804,PROD00492,1,15.9,7.39
ORD011619,PROD01128,1,69.9,15.24
ORD000412,PROD10980,1,119.94,34.2
ORD005182,PROD01824,1,39.9,17.6
ORD001464,PROD09267,1,129.9,17.35
ORD022121,PROD01225,1,189.9,13.77
ORD011518,PROD04740,1,39.99,12.94
ORD007563,PROD03500,1,478.0,12.1
ORD018890,PROD03838,1,64.9,16.7
ORD005218,PROD11889,1,230.0,19.49
ORD008961,PROD00192,1,87.51,15.49
ORD000906,PROD04292,1,29.9,20.4
ORD002840,PROD00447,1,139.9,34.25
ORD004622,PROD00658,1,169.9,52.99
ORD013721,PROD10324,1,14.4,12.79
ORD015870,PROD06081,1,15.0,11.85
ORD012814,PROD06626,1,42.89,18.4
ORD000233,PROD07258,1,39.9,15.23
ORD005712,PROD09098,1,219.0,17.97
ORD023046,PROD01628,1,35.0,19.44
ORD013595,PROD12123,1,69.0,15.36
ORD009504,PROD11238,1,335.9,16.86
ORD019615,PROD09607,1,49.99,11.85
ORD023307,PROD07703,1,53.99,15.13
ORD004407,PROD03782,1,109.9,8.93
ORD010690,PROD06799,1,29.0,14.1
ORD010135,PROD07498,2,45.0,30.22
ORD008284,PROD07524,1,84.9,14.32
ORD013502,PROD09940,1,34.9,8.4
ORD011147,PROD09721,1,69.99,15.24
ORD006231,PROD10208,1,37.99,15.23
ORD010739,PROD01127,1,139.0,14.31
ORD023061,PROD04164,1,25.52,16.5
ORD023061,PROD11055,1,13.77,17.61
ORD007889,PROD08959,1,194.9,26.86
ORD017244,PROD02606,1,443.0,18.99
ORD003610,PROD06276,1,137.0,21.6
ORD020150,PROD05123,1,28.0,7.87
ORD010693,PROD03956,1,159.9,13.7
ORD019023,PROD03753,1,169.9,14.21
ORD006656,PROD07301,1,99.0,7.95
ORD023548,PROD07822,1,38.8,8.72
ORD015229,PROD04732,1,79.9,11.17
ORD010462,PROD00941,4,62.0,42.16
ORD010462,PROD11203,4,48.0,42.16
ORD017018,PROD03240,1,54.9,13.08
ORD008221,PROD07893,1,139.0,48.24
ORD012399,PROD08810,1,79.9,23.36
ORD015716,PROD06970,1,48.9,17.06
ORD021815,PROD01518,1,145.0,21.6
ORD021815,PROD07514,1,19.99,5.56
ORD013509,PROD01001,1,29.0,14.1
ORD022166,PROD00762,1,85.0,58.2
ORD021701,PROD12580,4,38.99,64.44
ORD014546,PROD01770,1,53.9,13.46
ORD009975,PROD00318,1,134.99,13.5
ORD013609,PROD00278,1,115.0,18.69
ORD023933,PROD07688,1,499.0,56.09
ORD005556,PROD03392,1,76.89,15.39
ORD021531,PROD11175,1,53.24,15.22
ORD005618,PROD03117,1,49.9,19.32
ORD010717,PROD12435,1,299.0,15.43
ORD016577,PROD05847,1,64.89,12.89
ORD019924,PROD08296,1,119.85,23.64
ORD002373,PROD05663,1,379.99,51.19
ORD004244,PROD06559,1,49.0,7.78
ORD024126,PROD04412,1,24.9,15.1
ORD011174,PROD07303,1,80.0,52.69
ORD019970,PROD06277,1,33.9,14.4
ORD001452,PROD05400,1,79.9,21.05
ORD013892,PROD04538,1,19.9,15.21
ORD022024,PROD07721,1,24.5,11.85
ORD021343,PROD03790,2,89.9,27.3
ORD017277,PROD08457,1,37.9,13.08
ORD023751,PROD05054,1,14.1,7.87
ORD015256,PROD09246,1,15.48,15.1
ORD020266,PROD07512,2,215.0,84.98
ORD009201,PROD05890,1,99.0,69.57
ORD004904,PROD06769,1,169.9,18.44
ORD003069,PROD08369,1,749.9,21.98
ORD005660,PROD08170,1,219.9,15.74
ORD012286,PROD08448,1,199.9,21.89
ORD016057,PROD05678,1,99.9,16.46
ORD021466,PROD03397,1,159.9,19.0
ORD019242,PROD07275,1,120.0,12.97
ORD021682,PROD01347,1,119.9,18.09
ORD008745,PROD12579,1,69.2,23.35
ORD005666,PROD01092,1,169.99,45.65
ORD015168,PROD08538,1,109.9,13.11
ORD009659,PROD02650,1,135.3,44.8
ORD019775,PROD02957,1,120.9,15.6
ORD004851,PROD00278,1,99.9,0.0
ORD006629,PROD03232,2,129.0,117.52
ORD021518,PROD03205,1,159.9,18.33
ORD000513,PROD11197,1,139.9,18.11
ORD005471,PROD02710,1,1235.99,22.74
ORD015215,PROD01291,1,39.99,17.59
ORD015215,PROD02145,1,39.99,10.55
ORD016033,PROD12648,1,14.0,8.72
ORD001732,PROD03027,1,26.0,16.11
ORD003266,PROD03284,1,388.0,15.27
ORD023175,PROD04673,1,382.0,17.42
ORD015980,PROD08722,1,85.99,22.88
ORD004526,PROD05036,1,95.0,3.44
ORD004526,PROD00056,1,29.99,34.42
ORD013227,PROD02707,2,35.0,52.86
ORD007938,PROD09097,1,189.9,12.83
ORD018019,PROD01653,1,65.9,18.7
ORD010504,PROD05736,1,34.5,7.5
ORD010492,PROD01049,1,14.3,18.23
ORD012039,PROD00541,1,878.0,24.03
ORD006934,PROD07075,1,219.0,24.07
ORD009674,PROD07383,1,139.9,13.11
ORD001335,PROD00062,1,27.99,11.85
ORD005493,PROD05978,1,109.9,13.21
ORD023912,PROD00278,1,119.0,13.49
ORD014827,PROD12013,1,269.0,20.85
ORD008881,PROD09719,1,105.99,16.5
ORD011605,PROD02539,1,97.9,15.57
ORD023594,PROD08247,1,79.9,16.53
ORD006407,PROD05221,1,75.0,20.02
ORD004188,PROD01944,1,139.99,16.09
ORD018314,PROD06242,1,35.0,9.34
ORD005643,PROD06349,1,29.95,15.3
ORD003819,PROD12773,1,29.99,21.15
ORD014201,PROD02430,1,44.98,16.79
ORD001966,PROD03203,1,79.9,11.76
ORD013776,PROD10440,1,59.9,17.67
ORD011003,PROD01691,1,160.0,26.4
ORD014264,PROD06928,1,129.0,21.39
ORD009609,PROD12620,1,79.0,17.8
ORD004034,PROD11891,1,49.9,13.37
ORD016698,PROD06139,1,72.9,18.09
ORD021774,PROD07721,1,19.9,15.1
ORD008353,PROD11011,1,249.88,8.61
ORD021658,PROD01717,1,94.9,14.41
ORD005571,PROD06016,2,23.5,15.1
ORD023124,PROD03110,4,29.99,30.0
ORD010485,PROD00664,2,389.9,55.14
ORD007107,PROD08305,1,247.0,88.32
ORD021471,PROD07546,1,99.99,11.9
ORD012271,PROD04359,1,119.34,17.09
ORD003814,PROD00441,1,42.9,19.04
ORD014970,PROD04852,1,85.5,17.85
ORD004688,PROD01900,1,99.9,14.47
ORD015670,PROD05436,1,39.9,14.1
ORD006425,PROD12539,1,19.99,9.34
ORD024005,PROD06679,1,819.9,12.99
ORD016838,PROD12780,1,99.0,23.27
ORD007691,PROD08864,1,95.0,7.53
ORD005511,PROD08903,1,49.9,15.79
ORD017094,PROD00595,2,249.9,35.18
ORD006940,PROD05422,1,38.9,15.79
ORD009755,PROD10142,1,16.5,21.96
ORD009755,PROD01122,1,18.99,8.23
ORD016595,PROD01969,1,28.3,16.11
ORD012260,PROD09081,1,59.0,20.73
ORD016325,PROD04457,1,179.9,16.01
ORD015640,PROD09975,1,143.0,18.88
ORD005651,PROD01743,1,55.9,8.55
ORD004457,PROD01203,1,20.49,14.1
ORD018413,PROD09886,1,79.49,17.0
ORD017730,PROD01589,2,498.9,42.84
ORD006107,PROD09229,1,85.8,12.1
ORD011624,PROD02890,1,21.99,10.49
ORD011624,PROD12492,1,21.99,10.49
ORD010870,PROD03232,1,149.99,23.85
ORD007001,PROD03844,1,34.9,14.52
ORD006814,PROD11891,1,59.9,17.67
ORD008783,PROD09937,1,259.99,14.16
ORD018621,PROD06668,2,19.9,30.2
ORD010654,PROD09870,1,179.9,19.39
ORD010654,PROD10591,1,189.0,19.39
ORD019274,PROD12435,1,299.0,20.19
ORD008195,PROD09043,1,49.0,13.92
ORD006096,PROD03279,1,79.9,14.31
ORD007725,PROD01898,1,29.99,14.51
ORD010250,PROD11120,1,48.0,17.6
ORD003024,PROD05714,4,89.9,48.52
ORD000616,PROD07607,1,146.0,12.52
ORD022286,PROD08750,1,39.97,15.1
ORD014456,PROD07869,1,238.47,119.56
ORD023856,PROD12004,1,53.99,21.18
ORD004444,PROD09582,1,30.09,42.49
ORD019197,PROD11149,1,13.9,10.96
ORD022919,PROD06431,1,45.0,8.27
